"","Year","MatMor","InfMor","NeoMor","Under5Mor","ISO"
"1","2000",NA,NA,NA,NA,"ABW"
"2","2001",NA,NA,NA,NA,"ABW"
"3","2002",NA,NA,NA,NA,"ABW"
"4","2003",NA,NA,NA,NA,"ABW"
"5","2004",NA,NA,NA,NA,"ABW"
"6","2005",NA,NA,NA,NA,"ABW"
"7","2006",NA,NA,NA,NA,"ABW"
"8","2007",NA,NA,NA,NA,"ABW"
"9","2008",NA,NA,NA,NA,"ABW"
"10","2009",NA,NA,NA,NA,"ABW"
"11","2010",NA,NA,NA,NA,"ABW"
"12","2011",NA,NA,NA,NA,"ABW"
"13","2012",NA,NA,NA,NA,"ABW"
"14","2013",NA,NA,NA,NA,"ABW"
"15","2014",NA,NA,NA,NA,"ABW"
"16","2015",NA,NA,NA,NA,"ABW"
"17","2016",NA,NA,NA,NA,"ABW"
"18","2017",NA,NA,NA,NA,"ABW"
"19","2018",NA,NA,NA,NA,"ABW"
"20","2019",NA,NA,NA,NA,"ABW"
"21","2000",777,85.55713132,37.67115207,137.5449914,NA
"22","2001",751,82.53188388,36.86857678,132.1296314,NA
"23","2002",732,79.36310008,36.03043776,126.4633285,NA
"24","2003",710,76.24338583,35.1846309,120.8348265,NA
"25","2004",680,73.22076952,34.32607447,115.4043538,NA
"26","2005",643,70.28120223,33.50210187,110.1448593,NA
"27","2006",608,67.58222948,32.74777947,105.2067126,NA
"28","2007",577,64.90957431,31.97290805,100.2209939,NA
"29","2008",551,62.38313267,31.262069,95.33053644,NA
"30","2009",526,59.98633496,30.56522362,90.5094233,NA
"31","2010",501,57.79580247,29.88193945,86.11572214,NA
"32","2011",480,55.67965817,29.22051347,82.05748353,NA
"33","2012",462,53.73743013,28.57428522,78.25007097,NA
"34","2013",446,52.00407493,27.95688633,74.81667325,NA
"35","2014",433,50.41558946,27.348936,71.79495789,NA
"36","2015",419,48.95864126,26.7837127,69.13815746,NA
"37","2016",408,47.52724371,26.22490573,66.51592775,NA
"38","2017",398,46.1081401,25.69128825,64.24399372,NA
"39","2018",NA,44.79522074,25.13165636,62.07293632,NA
"40","2019",NA,43.59125166,24.5979354,60.05415038,NA
"41","2000",1450,90.5,60.9,129.2,"AFG"
"42","2001",1390,87.9,59.7,125.2,"AFG"
"43","2002",1300,85.3,58.5,121.1,"AFG"
"44","2003",1240,82.7,57.2,116.9,"AFG"
"45","2004",1180,80,55.9,112.6,"AFG"
"46","2005",1140,77.3,54.6,108.4,"AFG"
"47","2006",1120,74.6,53.2,104.1,"AFG"
"48","2007",1090,71.9,51.7,99.9,"AFG"
"49","2008",1030,69.2,50.3,95.7,"AFG"
"50","2009",993,66.7,48.9,91.7,"AFG"
"51","2010",954,64.2,47.4,87.8,"AFG"
"52","2011",905,61.8,46,84,"AFG"
"53","2012",858,59.5,44.6,80.3,"AFG"
"54","2013",810,57.3,43.2,76.9,"AFG"
"55","2014",786,55.2,41.9,73.6,"AFG"
"56","2015",701,53.2,40.5,70.4,"AFG"
"57","2016",673,51.3,39.3,67.5,"AFG"
"58","2017",638,49.5,38.2,64.8,"AFG"
"59","2018",NA,47.9,37.2,62.3,"AFG"
"60","2019",NA,46.4,36.1,60.1,"AFG"
"61","2000",1000,99.16617376,43.95216135,169.4711147,NA
"62","2001",987,96.5793404,42.90921397,164.3553376,NA
"63","2002",973,93.92350562,41.84866308,158.9838056,NA
"64","2003",954,91.2442253,40.86544028,153.6297794,NA
"65","2004",924,88.57660878,39.90788885,148.2783528,NA
"66","2005",890,86.0171123,39.00919165,143.1011193,NA
"67","2006",858,83.53945121,38.21358493,138.1644716,NA
"68","2007",834,81.17597055,37.51933436,133.4750447,NA
"69","2008",821,79.00153677,36.88893011,129.1176461,NA
"70","2009",810,77.02490628,36.26164215,125.0638226,NA
"71","2010",798,75.16024311,35.69794091,121.38325,NA
"72","2011",789,73.5080295,35.19385313,118.0393257,NA
"73","2012",778,71.96530018,34.74189555,114.9971079,NA
"74","2013",767,70.55418322,34.35797657,112.1911899,NA
"75","2014",758,69.24899712,33.95211279,109.6962866,NA
"76","2015",744,68.00160289,33.57905619,107.2916927,NA
"77","2016",729,66.67483055,33.16771618,104.637694,NA
"78","2017",717,65.31384172,32.72579699,102.0320864,NA
"79","2018",NA,63.87577856,32.21974168,99.29113974,NA
"80","2019",NA,62.35233279,31.73890801,96.49428924,NA
"81","2000",827,121.5,50.3,204.4,"AGO"
"82","2001",766,118.2,49.2,198.4,"AGO"
"83","2002",690,114.5,48,191.5,"AGO"
"84","2003",628,110.4,46.5,183.8,"AGO"
"85","2004",574,105.7,45.1,175.1,"AGO"
"86","2005",519,100.9,43.5,166.1,"AGO"
"87","2006",473,95.7,42,156.4,"AGO"
"88","2007",431,90.6,40.5,147,"AGO"
"89","2008",395,85.5,39,137.7,"AGO"
"90","2009",359,80.6,37.7,128.7,"AGO"
"91","2010",326,75.9,36.3,120.4,"AGO"
"92","2011",300,71.5,35.1,112.5,"AGO"
"93","2012",281,67.4,33.8,105.1,"AGO"
"94","2013",269,63.7,32.7,98.5,"AGO"
"95","2014",258,60.5,31.7,92.9,"AGO"
"96","2015",251,57.7,30.8,88.1,"AGO"
"97","2016",246,55.5,30,84.1,"AGO"
"98","2017",241,53.5,29.2,80.6,"AGO"
"99","2018",NA,51.7,28.6,77.3,"AGO"
"100","2019",NA,49.9,27.9,74.2,"AGO"
"101","2000",23,24.1,12.1,27.2,"ALB"
"102","2001",23,22.9,11.8,25.8,"ALB"
"103","2002",21,21.7,11.4,24.4,"ALB"
"104","2003",21,20.4,11.1,23,"ALB"
"105","2004",18,19.1,10.9,21.5,"ALB"
"106","2005",22,17.8,10.6,20,"ALB"
"107","2006",18,16.6,10,18.5,"ALB"
"108","2007",19,15.3,9.2,17.1,"ALB"
"109","2008",20,14.1,8.3,15.8,"ALB"
"110","2009",20,12.9,7.4,14.5,"ALB"
"111","2010",21,11.8,6.7,13.3,"ALB"
"112","2011",22,10.8,6.2,12.1,"ALB"
"113","2012",17,10,6,11.2,"ALB"
"114","2013",16,9.3,5.9,10.4,"ALB"
"115","2014",16,8.8,5.9,9.9,"ALB"
"116","2015",15,8.5,6,9.6,"ALB"
"117","2016",16,8.4,6.3,9.4,"ALB"
"118","2017",15,8.4,6.7,9.4,"ALB"
"119","2018",NA,8.5,7.1,9.5,"ALB"
"120","2019",NA,8.6,7.5,9.7,"ALB"
"121","2000",NA,7.3,3.8,8.2,"AND"
"122","2001",NA,6.9,3.6,7.7,"AND"
"123","2002",NA,6.5,3.3,7.3,"AND"
"124","2003",NA,6.2,3.2,6.9,"AND"
"125","2004",NA,5.9,3,6.5,"AND"
"126","2005",NA,5.6,2.9,6.1,"AND"
"127","2006",NA,5.3,2.7,5.8,"AND"
"128","2007",NA,5,2.6,5.4,"AND"
"129","2008",NA,4.7,2.5,5.1,"AND"
"130","2009",NA,4.4,2.3,4.8,"AND"
"131","2010",NA,4.1,2.2,4.5,"AND"
"132","2011",NA,3.9,2.1,4.2,"AND"
"133","2012",NA,3.7,2,4,"AND"
"134","2013",NA,3.5,1.9,3.8,"AND"
"135","2014",NA,3.3,1.8,3.5,"AND"
"136","2015",NA,3.1,1.7,3.3,"AND"
"137","2016",NA,2.9,1.6,3.2,"AND"
"138","2017",NA,2.8,1.5,3,"AND"
"139","2018",NA,2.6,1.4,2.8,"AND"
"140","2019",NA,2.5,1.4,2.7,"AND"
"141","2000",250,44.09256936,25.43366271,60.55947269,NA
"142","2001",243,42.80036294,24.93281577,58.68500273,NA
"143","2002",235,41.50108659,24.44103019,56.84083698,NA
"144","2003",235,40.27458816,23.9299708,55.05752876,NA
"145","2004",226,39.03268064,23.37480051,53.26149867,NA
"146","2005",214,37.82395227,22.8193077,51.51764004,NA
"147","2006",211,36.61907387,22.23770667,49.7665975,NA
"148","2007",201,35.39824616,21.65908974,47.994989,NA
"149","2008",188,34.18125018,21.01697136,46.19507879,NA
"150","2009",180,33.03302876,20.42271206,44.47126503,NA
"151","2010",174,31.98699405,19.81082997,42.96973593,NA
"152","2011",167,31.1429479,19.32042084,41.75459068,NA
"153","2012",163,30.64680617,18.88427645,41.36755449,NA
"154","2013",157,30.00549986,18.45402447,40.60593811,NA
"155","2014",156,29.35539374,18.00301048,39.65857468,NA
"156","2015",153,28.69596462,17.61914483,38.62730663,NA
"157","2016",152,28.08376594,17.33249392,37.68171538,NA
"158","2017",149,27.29272157,17.11626306,36.23137417,NA
"159","2018",NA,26.82549778,16.87736007,35.61514683,NA
"160","2019",NA,26.33280639,16.65764201,34.88575942,NA
"161","2000",6,9.6,5.9,11.1,"ARE"
"162","2001",6,9.3,5.7,10.9,"ARE"
"163","2002",5,9.1,5.6,10.6,"ARE"
"164","2003",5,8.9,5.5,10.3,"ARE"
"165","2004",5,8.6,5.3,10.1,"ARE"
"166","2005",5,8.4,5.2,9.8,"ARE"
"167","2006",4,8.2,5.1,9.6,"ARE"
"168","2007",4,8.1,5,9.4,"ARE"
"169","2008",4,7.9,4.9,9.2,"ARE"
"170","2009",4,7.6,4.8,8.9,"ARE"
"171","2010",4,7.4,4.6,8.7,"ARE"
"172","2011",4,7.2,4.5,8.4,"ARE"
"173","2012",4,7,4.4,8.2,"ARE"
"174","2013",3,6.8,4.3,8,"ARE"
"175","2014",3,6.7,4.2,7.8,"ARE"
"176","2015",3,6.5,4.1,7.6,"ARE"
"177","2016",3,6.3,4,7.4,"ARE"
"178","2017",3,6.2,3.9,7.2,"ARE"
"179","2018",NA,6,3.8,7,"ARE"
"180","2019",NA,5.8,3.7,6.8,"ARE"
"181","2000",66,17.5,11,19.6,"ARG"
"182","2001",67,16.9,11,18.9,"ARG"
"183","2002",65,16.4,10.8,18.3,"ARG"
"184","2003",65,15.8,10.3,17.7,"ARG"
"185","2004",61,15.3,9.7,17.1,"ARG"
"186","2005",59,14.8,9.1,16.5,"ARG"
"187","2006",57,14.4,8.7,16.1,"ARG"
"188","2007",56,14,8.4,15.7,"ARG"
"189","2008",53,13.7,8.1,15.3,"ARG"
"190","2009",56,13.3,7.8,14.9,"ARG"
"191","2010",51,12.9,7.6,14.5,"ARG"
"192","2011",48,12.4,7.5,13.9,"ARG"
"193","2012",47,11.9,7.6,13.3,"ARG"
"194","2013",44,11.3,7.4,12.7,"ARG"
"195","2014",42,10.8,6.9,12.1,"ARG"
"196","2015",41,10.2,6.5,11.5,"ARG"
"197","2016",40,9.7,6.4,10.9,"ARG"
"198","2017",39,9.2,6.3,10.3,"ARG"
"199","2018",NA,8.6,6,9.7,"ARG"
"200","2019",NA,8.1,5.3,9.1,"ARG"
"201","2000",43,27,16.1,30.6,"ARM"
"202","2001",42,25.7,15.3,29.1,"ARM"
"203","2002",39,24.5,14.5,27.7,"ARM"
"204","2003",38,23.3,13.8,26.3,"ARM"
"205","2004",36,22.2,13.1,25,"ARM"
"206","2005",35,21.1,12.5,23.7,"ARM"
"207","2006",36,20,11.9,22.5,"ARM"
"208","2007",32,19,11.3,21.4,"ARM"
"209","2008",36,18.1,10.7,20.3,"ARM"
"210","2009",32,17.2,10.1,19.2,"ARM"
"211","2010",32,16.3,9.6,18.3,"ARM"
"212","2011",30,15.5,9.1,17.3,"ARM"
"213","2012",30,14.7,8.7,16.4,"ARM"
"214","2013",26,14,8.2,15.6,"ARM"
"215","2014",27,13.3,7.8,14.8,"ARM"
"216","2015",28,12.6,7.4,14.1,"ARM"
"217","2016",26,12,7,13.4,"ARM"
"218","2017",26,11.3,6.7,12.7,"ARM"
"219","2018",NA,10.8,6.4,12.1,"ARM"
"220","2019",NA,10.2,6,11.5,"ARM"
"221","2000",NA,NA,NA,NA,"ASM"
"222","2001",NA,NA,NA,NA,"ASM"
"223","2002",NA,NA,NA,NA,"ASM"
"224","2003",NA,NA,NA,NA,"ASM"
"225","2004",NA,NA,NA,NA,"ASM"
"226","2005",NA,NA,NA,NA,"ASM"
"227","2006",NA,NA,NA,NA,"ASM"
"228","2007",NA,NA,NA,NA,"ASM"
"229","2008",NA,NA,NA,NA,"ASM"
"230","2009",NA,NA,NA,NA,"ASM"
"231","2010",NA,NA,NA,NA,"ASM"
"232","2011",NA,NA,NA,NA,"ASM"
"233","2012",NA,NA,NA,NA,"ASM"
"234","2013",NA,NA,NA,NA,"ASM"
"235","2014",NA,NA,NA,NA,"ASM"
"236","2015",NA,NA,NA,NA,"ASM"
"237","2016",NA,NA,NA,NA,"ASM"
"238","2017",NA,NA,NA,NA,"ASM"
"239","2018",NA,NA,NA,NA,"ASM"
"240","2019",NA,NA,NA,NA,"ASM"
"241","2000",44,12.6,9.7,15.5,"ATG"
"242","2001",44,12.3,9.5,15.1,"ATG"
"243","2002",43,11.9,9.3,14.6,"ATG"
"244","2003",44,11.5,8.9,14.1,"ATG"
"245","2004",41,11,8.6,13.5,"ATG"
"246","2005",40,10.6,8.2,12.9,"ATG"
"247","2006",46,10.1,7.7,12.3,"ATG"
"248","2007",48,9.6,7.3,11.7,"ATG"
"249","2008",50,9.2,6.8,11.1,"ATG"
"250","2009",45,8.7,6.3,10.6,"ATG"
"251","2010",44,8.3,5.8,10,"ATG"
"252","2011",43,7.9,5.4,9.5,"ATG"
"253","2012",44,7.5,5.1,9,"ATG"
"254","2013",43,7.1,4.7,8.5,"ATG"
"255","2014",42,6.8,4.5,8.1,"ATG"
"256","2015",43,6.5,4.2,7.8,"ATG"
"257","2016",43,6.2,4.1,7.4,"ATG"
"258","2017",42,6,3.9,7.1,"ATG"
"259","2018",NA,5.8,3.8,6.9,"ATG"
"260","2019",NA,5.6,3.6,6.6,"ATG"
"261","2000",7,5.1,3.5,6.2,"AUS"
"262","2001",6,5,3.5,6.1,"AUS"
"263","2002",6,5,3.4,6,"AUS"
"264","2003",6,4.9,3.4,5.9,"AUS"
"265","2004",5,4.8,3.3,5.8,"AUS"
"266","2005",5,4.8,3.2,5.7,"AUS"
"267","2006",5,4.7,3.1,5.6,"AUS"
"268","2007",5,4.5,3,5.4,"AUS"
"269","2008",5,4.4,2.9,5.2,"AUS"
"270","2009",5,4.2,2.8,5,"AUS"
"271","2010",5,4,2.7,4.8,"AUS"
"272","2011",6,3.8,2.6,4.5,"AUS"
"273","2012",6,3.6,2.5,4.3,"AUS"
"274","2013",6,3.5,2.4,4.1,"AUS"
"275","2014",6,3.4,2.4,4,"AUS"
"276","2015",6,3.3,2.3,3.9,"AUS"
"277","2016",6,3.2,2.3,3.8,"AUS"
"278","2017",6,3.2,2.3,3.8,"AUS"
"279","2018",NA,3.2,2.3,3.7,"AUS"
"280","2019",NA,3.2,2.4,3.7,"AUS"
"281","2000",6,4.6,3.1,5.5,"AUT"
"282","2001",6,4.5,3.1,5.4,"AUT"
"283","2002",6,4.4,3.1,5.3,"AUT"
"284","2003",6,4.3,3,5.2,"AUT"
"285","2004",5,4.2,2.9,5.1,"AUT"
"286","2005",6,4.1,2.8,4.9,"AUT"
"287","2006",5,3.9,2.8,4.7,"AUT"
"288","2007",5,3.8,2.7,4.6,"AUT"
"289","2008",5,3.8,2.6,4.5,"AUT"
"290","2009",5,3.7,2.6,4.5,"AUT"
"291","2010",5,3.6,2.5,4.3,"AUT"
"292","2011",5,3.5,2.4,4.2,"AUT"
"293","2012",5,3.3,2.4,4,"AUT"
"294","2013",5,3.2,2.3,3.9,"AUT"
"295","2014",5,3.1,2.3,3.8,"AUT"
"296","2015",5,3,2.2,3.7,"AUT"
"297","2016",5,3,2.2,3.6,"AUT"
"298","2017",5,2.9,2.2,3.6,"AUT"
"299","2018",NA,2.9,2.2,3.6,"AUT"
"300","2019",NA,2.9,2.3,3.6,"AUT"
"301","2000",47,60.9,34.3,74.4,"AZE"
"302","2001",44,57.2,32.8,69.3,"AZE"
"303","2002",43,53.5,31.3,64.3,"AZE"
"304","2003",44,50.1,29.8,59.7,"AZE"
"305","2004",39,47,28.3,55.6,"AZE"
"306","2005",42,44.1,26.8,51.9,"AZE"
"307","2006",35,41.5,25.5,48.6,"AZE"
"308","2007",34,39.1,24.1,45.5,"AZE"
"309","2008",32,36.8,22.8,42.7,"AZE"
"310","2009",32,34.7,21.6,39.9,"AZE"
"311","2010",31,32.5,20.3,37.3,"AZE"
"312","2011",30,30.5,18.8,34.9,"AZE"
"313","2012",29,28.5,17.3,32.5,"AZE"
"314","2013",28,26.7,16,30.3,"AZE"
"315","2014",28,24.9,14.7,28.2,"AZE"
"316","2015",27,23.3,13.5,26.3,"AZE"
"317","2016",26,21.8,12.5,24.5,"AZE"
"318","2017",26,20.3,11.7,22.8,"AZE"
"319","2018",NA,19.2,10.9,21.5,"AZE"
"320","2019",NA,18.2,10.4,20.4,"AZE"
"321","2000",1010,94.7,36.6,154.5,"BDI"
"322","2001",956,91.9,36,149.4,"BDI"
"323","2002",925,88.9,35.4,143.8,"BDI"
"324","2003",890,85.7,34.8,138.1,"BDI"
"325","2004",844,82.3,34.1,131.9,"BDI"
"326","2005",814,78.4,33.2,124.9,"BDI"
"327","2006",785,74.4,32.3,117.6,"BDI"
"328","2007",756,70.4,31.3,110.5,"BDI"
"329","2008",733,66.5,30.2,103.6,"BDI"
"330","2009",698,62.9,29.2,97.1,"BDI"
"331","2010",665,59.4,28.2,91,"BDI"
"332","2011",635,56.3,27.1,85.5,"BDI"
"333","2012",608,53.4,26.1,80.3,"BDI"
"334","2013",591,50.7,25.2,75.5,"BDI"
"335","2014",576,48.2,24.4,71.3,"BDI"
"336","2015",568,46.2,23.6,67.6,"BDI"
"337","2016",558,44.4,23,64.4,"BDI"
"338","2017",548,42.7,22.4,61.5,"BDI"
"339","2018",NA,41.3,21.8,59,"BDI"
"340","2019",NA,39.9,21.3,56.6,"BDI"
"341","2000",8,4.8,3,5.8,"BEL"
"342","2001",8,4.6,2.8,5.6,"BEL"
"343","2002",7,4.4,2.8,5.4,"BEL"
"344","2003",7,4.3,2.7,5.2,"BEL"
"345","2004",7,4.2,2.7,5.1,"BEL"
"346","2005",7,4,2.6,4.9,"BEL"
"347","2006",7,4,2.6,4.8,"BEL"
"348","2007",7,3.9,2.5,4.7,"BEL"
"349","2008",7,3.8,2.5,4.6,"BEL"
"350","2009",6,3.7,2.4,4.5,"BEL"
"351","2010",6,3.6,2.3,4.4,"BEL"
"352","2011",6,3.6,2.3,4.4,"BEL"
"353","2012",6,3.5,2.3,4.3,"BEL"
"354","2013",6,3.4,2.3,4.2,"BEL"
"355","2014",6,3.3,2.3,4.1,"BEL"
"356","2015",5,3.3,2.3,4.1,"BEL"
"357","2016",5,3.3,2.3,4.1,"BEL"
"358","2017",5,3.3,2.3,4.1,"BEL"
"359","2018",NA,3.4,2.4,4.2,"BEL"
"360","2019",NA,3.4,2.4,4.2,"BEL"
"361","2000",520,85,39,136.8,"BEN"
"362","2001",516,83.3,38.3,133.7,"BEN"
"363","2002",511,81.5,37.6,130.5,"BEN"
"364","2003",510,79.8,36.8,127.4,"BEN"
"365","2004",505,78.2,36.2,124.4,"BEN"
"366","2005",500,76.5,35.8,121.5,"BEN"
"367","2006",493,75,35.3,118.8,"BEN"
"368","2007",486,73.6,35,116.2,"BEN"
"369","2008",480,72.2,34.6,113.7,"BEN"
"370","2009",471,70.9,34.3,111.3,"BEN"
"371","2010",464,69.6,33.9,109,"BEN"
"372","2011",458,68.3,33.5,106.7,"BEN"
"373","2012",450,67,33.1,104.4,"BEN"
"374","2013",441,65.7,32.7,102.1,"BEN"
"375","2014",432,64.4,32.3,99.8,"BEN"
"376","2015",421,63.2,31.9,97.6,"BEN"
"377","2016",408,61.9,31.5,95.4,"BEN"
"378","2017",397,60.6,31.1,93.2,"BEN"
"379","2018",NA,59.3,30.6,90.9,"BEN"
"380","2019",NA,57.9,30.2,88.4,"BEN"
"381","2000",516,90.9,40.7,178.9,"BFA"
"382","2001",501,89.3,39.9,174.9,"BFA"
"383","2002",486,87.6,39.2,170.4,"BFA"
"384","2003",471,85.5,38.3,165.3,"BFA"
"385","2004",454,83.3,37.2,159.5,"BFA"
"386","2005",437,80.8,36,153.1,"BFA"
"387","2006",422,78.1,34.8,146.3,"BFA"
"388","2007",410,75.4,33.7,139.5,"BFA"
"389","2008",401,72.7,32.7,132.9,"BFA"
"390","2009",393,70.3,31.9,126.9,"BFA"
"391","2010",385,68.1,31.2,121.5,"BFA"
"392","2011",377,66.3,30.5,116.9,"BFA"
"393","2012",369,64.4,29.9,112.5,"BFA"
"394","2013",362,62.7,29.3,108.3,"BFA"
"395","2014",353,61.2,28.8,104.5,"BFA"
"396","2015",343,59.6,28.2,100.9,"BFA"
"397","2016",331,58.2,27.7,97.5,"BFA"
"398","2017",320,56.7,27.3,94.1,"BFA"
"399","2018",NA,55.4,26.7,90.8,"BFA"
"400","2019",NA,54.1,26.2,87.8,"BFA"
"401","2000",434,63.1,44,86,"BGD"
"402","2001",423,60,42.2,81.1,"BGD"
"403","2002",410,57,40.4,76.5,"BGD"
"404","2003",395,54.3,38.8,72.3,"BGD"
"405","2004",372,51.8,37.3,68.3,"BGD"
"406","2005",343,49.4,35.9,64.6,"BGD"
"407","2006",315,47,34.5,61,"BGD"
"408","2007",297,44.8,33.1,57.8,"BGD"
"409","2008",280,42.7,31.8,54.7,"BGD"
"410","2009",269,40.7,30.6,51.8,"BGD"
"411","2010",258,38.9,29.4,49.1,"BGD"
"412","2011",248,37.2,28.2,46.7,"BGD"
"413","2012",238,35.6,27.1,44.4,"BGD"
"414","2013",227,34,25.9,42.2,"BGD"
"415","2014",214,32.5,24.8,40.1,"BGD"
"416","2015",200,31,23.6,38.1,"BGD"
"417","2016",186,29.6,22.4,36.1,"BGD"
"418","2017",173,28.2,20.9,34.2,"BGD"
"419","2018",NA,26.8,19.7,32.4,"BGD"
"420","2019",NA,25.5,18.5,30.7,"BGD"
"421","2000",19,14.4,7.9,17.5,"BGR"
"422","2001",18,13.8,7.6,16.7,"BGR"
"423","2002",17,13.2,7.3,15.9,"BGR"
"424","2003",16,12.5,6.9,15.1,"BGR"
"425","2004",16,11.8,6.4,14.2,"BGR"
"426","2005",15,11,6,13.3,"BGR"
"427","2006",14,10.3,5.6,12.4,"BGR"
"428","2007",13,9.9,5.3,11.8,"BGR"
"429","2008",13,9.5,5.2,11.4,"BGR"
"430","2009",12,9.3,5.2,11.1,"BGR"
"431","2010",12,9,5.1,10.8,"BGR"
"432","2011",12,8.7,5,10.4,"BGR"
"433","2012",11,8.2,4.8,9.8,"BGR"
"434","2013",10,7.8,4.5,9.3,"BGR"
"435","2014",11,7.3,4.3,8.7,"BGR"
"436","2015",10,6.9,4.1,8.2,"BGR"
"437","2016",10,6.5,3.9,7.7,"BGR"
"438","2017",10,6.1,3.7,7.3,"BGR"
"439","2018",NA,5.8,3.4,7,"BGR"
"440","2019",NA,5.5,3.2,6.6,"BGR"
"441","2000",27,10.7,4.7,12.5,"BHR"
"442","2001",19,10.3,4.4,12,"BHR"
"443","2002",25,10,4.1,11.6,"BHR"
"444","2003",21,9.7,3.9,11.3,"BHR"
"445","2004",21,9.4,3.7,11,"BHR"
"446","2005",19,9.1,3.6,10.6,"BHR"
"447","2006",24,8.8,3.4,10.2,"BHR"
"448","2007",16,8.4,3.3,9.8,"BHR"
"449","2008",18,8,3.2,9.3,"BHR"
"450","2009",19,7.6,3.2,8.9,"BHR"
"451","2010",18,7.3,3.2,8.5,"BHR"
"452","2011",15,7,3.2,8.2,"BHR"
"453","2012",18,6.8,3.2,8,"BHR"
"454","2013",17,6.7,3.2,7.8,"BHR"
"455","2014",15,6.6,3.2,7.7,"BHR"
"456","2015",15,6.5,3.2,7.6,"BHR"
"457","2016",15,6.4,3.2,7.5,"BHR"
"458","2017",14,6.3,3.1,7.3,"BHR"
"459","2018",NA,6.1,3.1,7.1,"BHR"
"460","2019",NA,5.9,3,7,"BHR"
"461","2000",75,13.9,8,16.3,"BHS"
"462","2001",76,14,8.2,16.4,"BHS"
"463","2002",78,14.1,8.3,16.5,"BHS"
"464","2003",79,14.3,8.5,16.7,"BHS"
"465","2004",78,14.4,8.6,16.8,"BHS"
"466","2005",77,14.4,8.7,16.8,"BHS"
"467","2006",78,14.3,8.7,16.7,"BHS"
"468","2007",77,14.1,8.6,16.5,"BHS"
"469","2008",77,13.9,8.5,16.2,"BHS"
"470","2009",78,13.6,8.3,15.9,"BHS"
"471","2010",78,13.3,8.1,15.6,"BHS"
"472","2011",78,13,7.9,15.2,"BHS"
"473","2012",78,12.8,7.8,14.9,"BHS"
"474","2013",78,12.5,7.7,14.6,"BHS"
"475","2014",77,12.2,7.5,14.3,"BHS"
"476","2015",74,12,7.4,14,"BHS"
"477","2016",72,11.7,7.3,13.7,"BHS"
"478","2017",70,11.4,7.2,13.3,"BHS"
"479","2018",NA,11.2,7,13,"BHS"
"480","2019",NA,14.5,6.9,22.4,"BHS"
"481","2000",17,8.7,6.9,9.9,"BIH"
"482","2001",16,8.4,6.5,9.6,"BIH"
"483","2002",14,8.2,6.2,9.3,"BIH"
"484","2003",14,8.1,5.9,9.2,"BIH"
"485","2004",14,7.9,5.7,9.1,"BIH"
"486","2005",13,7.8,5.5,8.9,"BIH"
"487","2006",13,7.5,5.4,8.6,"BIH"
"488","2007",13,7.2,5.3,8.3,"BIH"
"489","2008",11,6.9,5.3,7.9,"BIH"
"490","2009",11,6.6,5.2,7.5,"BIH"
"491","2010",11,6.3,5.1,7.2,"BIH"
"492","2011",10,6,5,6.9,"BIH"
"493","2012",10,5.8,4.9,6.7,"BIH"
"494","2013",10,5.6,4.8,6.5,"BIH"
"495","2014",10,5.5,4.7,6.4,"BIH"
"496","2015",10,5.4,4.6,6.3,"BIH"
"497","2016",10,5.3,4.5,6.2,"BIH"
"498","2017",10,5.3,4.4,6.1,"BIH"
"499","2018",NA,5.2,4.3,6,"BIH"
"500","2019",NA,5.1,4.2,5.9,"BIH"
"501","2000",22,9.9,6,12.7,"BLR"
"502","2001",19,9.2,5.5,11.8,"BLR"
"503","2002",18,8.5,5,10.9,"BLR"
"504","2003",15,7.8,4.5,10.1,"BLR"
"505","2004",13,7.3,4,9.4,"BLR"
"506","2005",11,6.7,3.5,8.7,"BLR"
"507","2006",9,6.2,3,8,"BLR"
"508","2007",7,5.6,2.6,7.3,"BLR"
"509","2008",6,5.1,2.2,6.6,"BLR"
"510","2009",6,4.6,2,6.1,"BLR"
"511","2010",5,4.3,1.8,5.6,"BLR"
"512","2011",5,3.9,1.7,5.2,"BLR"
"513","2012",4,3.7,1.7,4.9,"BLR"
"514","2013",3,3.5,1.7,4.6,"BLR"
"515","2014",3,3.3,1.6,4.3,"BLR"
"516","2015",3,3.1,1.6,4.1,"BLR"
"517","2016",3,2.9,1.5,3.9,"BLR"
"518","2017",2,2.7,1.4,3.6,"BLR"
"519","2018",NA,2.5,1.2,3.4,"BLR"
"520","2019",NA,2.4,1.1,3.1,"BLR"
"521","2000",89,20,12,23.6,"BLZ"
"522","2001",88,19.4,11.6,22.8,"BLZ"
"523","2002",82,18.9,11.1,22.2,"BLZ"
"524","2003",80,18.5,10.6,21.7,"BLZ"
"525","2004",75,18.2,10,21.3,"BLZ"
"526","2005",70,17.9,9.4,20.9,"BLZ"
"527","2006",65,17.6,8.7,20.6,"BLZ"
"528","2007",61,17.3,8.4,20.3,"BLZ"
"529","2008",59,17,8.4,19.9,"BLZ"
"530","2009",57,16.6,8.7,19.4,"BLZ"
"531","2010",54,16.2,9.3,18.9,"BLZ"
"532","2011",52,15.7,10,18.3,"BLZ"
"533","2012",50,15.2,10.4,17.7,"BLZ"
"534","2013",48,14.6,10.5,16.9,"BLZ"
"535","2014",46,13.9,10.4,16.1,"BLZ"
"536","2015",43,13.2,10.1,15.3,"BLZ"
"537","2016",39,12.5,9.6,14.5,"BLZ"
"538","2017",36,11.8,9.1,13.7,"BLZ"
"539","2018",NA,11.1,8.6,12.9,"BLZ"
